char,name
𐤀,aleph
𐤁,beth
𐤂,gimel
𐤃,daleth
𐤄,he
𐤅,vav
𐤆,zayin
𐤇,het
𐤈,tet
𐤉,yod
𐤊,kaf
𐤋,lamed
𐤌,mem
𐤍,nun
𐤎,samech
𐤏,ayin
𐤐,pe
𐤑,tsade
𐤒,qof
𐤓,resh
𐤔,shin
𐤕,tav
